CY	76
1978	0.44
1979	0.19
1980	0.24
1981	0.34
1982	0.24
1983	0.32
1984	0.24
1985	0.14
1986	0.13
1987	0.24
1988	0.16
1989	0.26
1990	0.20
1991	0.19
1992	0.19
1993	0.33
1994	0.14
1995	0.33
1996	0.23
1997	0.36
1998	0.20
1999	0.28
2000	0.26
2001	0.23
2002	0.21
2003	0.24
2004	0.62
2005	0.38
2006	0.442
2007	0.66
2008	0.25
2009	0.14
2010	0.17
2011	0.44
2012	0.29
2013	0.32
2014	0.33
2015	0.56
2016	0.36
2017	0.45
2018	0.33
2019	0.38
2020	0.27
2021	0.36
2022	0.37
