CY	76
1978	0.15
1979	0.09
1980	0.05
1981	0.07
1982	0.08
1983	0.14
1984	0.10
1985	0.06
1986	0.07
1987	0.09
1988	0.06
1989	0.11
1990	0.09
1991	0.12
1992	0.08
1993	0.25
1994	0.09
1995	0.13
1996	0.14
1997	0.17
1998	0.12
1999	0.10
2000	0.18
2001	0.09
2002	0.11
2003	0.09
2004	0.14
2005	0.19
2006	0.10
2007	0.30
2008	0.09
2009	0.09
2010	0.14
2011	0.16
2012	0.17
2013	0.27
2014	0.18
2015	0.22
2016	0.15
2017	0.28
2018	0.36
2019	0.26
2020	0.08
2021	0.25
2022	0.00
